dicNo,name,engName,thumbnail
1162,오렌지껍질,orange peel,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1162.jpg
1163,온풍기,hot air blower,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1163.jpg
1164,옷걸이(세탁소 흰색 철사),Hanger (Laundry White Wire),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1164.jpg
1165,와이퍼,wiper,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1165.jpg
1166,와인셀러,wine cellar,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1166.jpg
1167,완충재(뽁뽁이),cushioning material (bubble),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1167.jpg
1168,요가매트,yoga mat,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1168.jpg
1169,우산,umbrella,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1169.jpg
1170,유리병,glass bottle,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1170.jpg
1171,"유리병뚜껑(철, 알루미늄)","Glass bottle caps (iron, aluminum)",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1171.jpg
1172,"유리판, 유리제품","glass plate, glassware",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1172.jpg
1173,유모차,stroller,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1173.jpg
1174,윤활유,lubricant,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1174.jpg
1175,응접세트,reception set,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1175.jpg
1176,의류,clothing,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1176.jpg
1177,의류건조대,clothes drying rack,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1177.jpg
1178,의자,chair,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1178.jpg
1179,이불,bedding,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1179.jpg
1180,인형류,puppets,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1180.jpg
1181,자동차 부품,Automotive Parts,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1181.jpg
1182,자루걸레,mop,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1182.jpg
1183,자석,magnet,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1183.jpg
1184,자전거,bicycle,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1184.jpg
1185,잡지,magazine,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1185.jpg
1186,장난감류,toys,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1186.jpg
1187,장롱,wardrobe,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1187.jpg
1188,장식장,cabinet,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1188.jpg
1189,장판,veneer,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1189.jpg
1190,재떨이,ashtray,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1190.jpg
1191,전기밥솔,electric rice brush,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1191.jpg
1192,전기비데,electric bidet,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1192.jpg
1193,전기오븐레인지,electric oven,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1193.jpg
1194,전기코드류,electrical cords,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1194.jpg
1195,전기포트,electric pot,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1195.jpg
1196,전단지,leaflet,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1196.jpg
1197,전동칫솔,electric toothbrush,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1197.jpg
1198,전자레인지,Microwave,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1198.jpg
1199,전자사전(전자수첩),Electronic Dictionary (Electronic Notebook),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1199.jpg
1200,전자피아노,electronic piano,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1200.jpg
1201,전지,battery,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1201.jpg
1202,전축,fully immersed,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1202.jpg
1203,전화기(팩스포함),Telephone (including fax),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1203.jpg
1204,전화번호부,phone book,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1204.jpg
1205,접착제(본드 등),"Adhesives (bonds, etc.)",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1205.jpg
1206,정기장판,regular edition,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1206.jpg
1207,정수기,water fountain,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1207.jpg
1208,젖꼭지(아기용품),Nipples (baby products),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1208.jpg
1209,젖병(아기용품),Baby bottles (baby products),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1209.jpg
1210,조각칼,carving knife,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1210.jpg
1211,종이기저귀,paper diapers,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1211.jpg
1212,종이상자,paper box,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1212.jpg
1213,종이심,paper lead,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1213.jpg
1214,종이조각,piece of paper,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1214.jpg
1215,종이팩(우유팩 등),"Paper cartons (milk cartons, etc.)",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1215.jpg
1216,"주전자(철, 알루미늄)","Kettle (iron, aluminum)",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1216.jpg
1217,줄자,tape measure,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1217.jpg
1218,지우개,Eraser,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1218.jpg
